ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Limnohabitans sp. Rim47,106,108,9,24,38,46,28,437,119,298,38,81,106
Limnohabitans sp. Rim8,36,37,7,20,24,15,14,50,13,65,8,27,59
Limnohabitans sp. T6-20,72,118,19,57,53,44,29,575,155,231,34,122,116
Limnohabitans sp. T6-5,61,173,35,38,32,77,60,550,195,276,94,260,145
Limnohabitans sp. TS-CS-82,174,294,51,76,103,163,93,338,227,453,107,242,217
Limnohabitans sp. WS1,14,25,18,16,16,22,24,115,87,66,33,68,189
Limnohabitans sp.,269,797,80,128,76,203,177,1004,409,1014,189,625,1005
uncultured Limnohabitans sp.,0,0,0,1,0,1,2,0,0,0,0,1,0
Macromonas bipunctata,84,282,2418,2619,126,17802,2835,487,14732,9477,2651,12196,744
Macromonas sp. BK-30,151,251,73,146,48,232,182,1178,355,1113,139,750,850
Malikia granosa,91,178,319,338,33,1833,487,290,1382,7329,387,5050,378
Malikia spinosa,22,116,475,842,28,5697,626,249,2659,5632,763,3632,313
Melaminivora alkalimesophila,40,256,26,59,11,114,265,63,243,277,277,925,107
Melaminivora jejuensis,44,152,79,126,13,264,690,47,562,523,1021,3015,177
Melaminivora sp. SC2-9,62,238,51,70,17,137,319,44,289,307,356,1109,147
Comamonadaceae bacterium 32-67-11,7,41,5,7,3,15,15,25,26,35,14,46,75
Comamonadaceae bacterium BICA1-1,37,119,21,42,7,53,77,147,126,224,95,222,218
Comamonadaceae bacterium CG12_big_fil_rev_8_21_14_0_65_59_15,37,220,38,26,32,61,153,247,117,110,57,163,61
Comamonadaceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_60_13,4,54,3,6,3,12,27,55,38,32,9,29,14
Comamonadaceae bacterium CG1_02_60_18,0,2,1,2,0,1,1,0,2,3,2,2,2
Comamonadaceae bacterium CG2_30_57_122,1,27,3,7,3,12,18,5,24,34,15,46,10
Comamonadaceae bacterium CG2_30_59_20,4,88,13,20,1,47,41,10,71,72,27,81,21
Comamonadaceae bacterium CG2_30_60_41,0,29,1,0,1,1,3,0,5,3,3,19,4
Comamonadaceae bacterium CG_4_10_14_0_8_um_filter_57_29,0,5,2,4,0,4,26,10,26,17,32,66,8
Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42,18,36,6,10,7,8,9,970,22,41,7,8,51
Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_75,0,0,0,0,0,0,0,0,1,1,0,0,0
Comamonadaceae bacterium CG_4_9_14_0_8_um_filter_57_21,14,68,5,20,4,31,54,27,56,67,36,83,38
Comamonadaceae bacterium CG_4_9_14_0_8_um_filter_60_18,0,33,1,5,2,7,2,11,19,7,3,9,9
Comamonadaceae bacterium CG_4_9_14_3_um_filter_60_33,3,10,4,1,1,4,19,1,16,8,8,17,10
Comamonadaceae bacterium M7527,1730,296,1858,667,22043,9209,38,501,103,7160,60,147,195
Comamonadaceae bacterium NML00-0135,5,4,13,9,9,4,9,7,15,19,21,42,4
Comamonadaceae bacterium NML03-0146,0,10,2,4,3,2,13,3,8,16,6,33,4
Comamonadaceae bacterium NML120219,3,5,1,3,0,10,28,1,18,7,28,75,11
Comamonadaceae bacterium NML161473,0,7,2,0,4,4,11,16,7,15,10,27,4
Comamonadaceae bacterium NML180581,1,2,5,2,1,4,4,2,2,8,8,21,8
Comamonadaceae bacterium NML180582,1,21,12,10,7,10,26,11,7,85,23,68,7
Comamonadaceae bacterium NML79-0751,4,11,5,4,1,4,24,4,21,14,22,53,17
Comamonadaceae bacterium NML97-0112,0,0,0,0,0,1,0,2,1,0,2,0,0
Comamonadaceae bacterium NML970147,0,0,1,1,2,5,9,3,1,10,8,49,3
Comamonadaceae bacterium OH2310_COT-174,0,19,6,9,1,5,14,5,11,24,26,47,5
Comamonadaceae bacterium OH2545_COT-014,42,351,24,30,16,42,223,108,137,289,161,339,118
Comamonadaceae bacterium OH3737_COT-264,2,16,1,6,6,3,16,11,21,14,37,117,7
Comamonadaceae bacterium PBBC1,23,57,20,44,25,55,48,266,120,192,61,144,119
Comamonadaceae bacterium PBBC2,68,222,25,35,31,79,65,269,213,230,63,162,136
Comamonadaceae bacterium SCN 68-20,2,40,20,28,4,36,114,4,84,113,124,495,24
Comamonadaceae bacterium,808,20389,756,874,459,1502,1900,2579,3376,4372,2033,4836,3225
uncultured Comamonadaceae bacterium,1,1,1,0,0,0,0,0,0,0,0,0,1
Oryzisolibacter propanilivorax,29,307,46,81,10,112,296,81,297,313,322,1102,134
Ottowia caeni,68,712,221,154,32,523,755,3899,565,760,626,1572,3612
Ottowia oryzae,57,387,56,67,20,102,448,139,205,283,284,620,162
Ottowia sp. 27C,62,380,88,57,26,134,1071,297,293,290,376,633,126
Ottowia sp. GY511,62,506,56,60,23,109,559,232,244,333,287,569,162
Ottowia sp. Marseille-P4747,0,8,14,13,0,31,162,2,97,61,139,470,24
Ottowia sp. oral taxon 894,4,12,3,11,1,19,64,18,29,34,47,63,22
Ottowia sp.,43,374,124,43,50,106,942,202,257,332,277,521,180
Ottowia thiooxydans,67,1438,102,104,36,196,427,182,404,515,429,830,462
Pelomonas puraquae,21,115,13,15,61,21,27,96,57,111,28,95,52
Pelomonas saccharophila,28,159,21,14,534,27,38,58,61,115,48,118,71
Pelomonas sp. HMWF004,24,153,19,20,42,30,42,49,83,78,42,67,41
Pelomonas sp. KK5,127,447,51,57,162,65,85,69,123,255,62,191,116
Pelomonas sp. P7,21,236,32,29,138,37,46,40,74,110,46,107,118
Pelomonas sp. P8,37,158,24,26,78,38,49,78,75,134,32,141,61
Pelomonas sp. Root1217,22,70,17,9,47,27,17,20,25,74,21,46,45
Pelomonas sp. Root1237,11,82,10,1,47,16,20,29,26,42,8,29,19
Pelomonas sp. Root1444,24,92,32,20,65,30,32,20,62,70,22,52,53
Pelomonas sp. Root405,0,0,0,0,0,0,1,0,0,0,0,0,0
Pelomonas sp. Root662,0,0,0,0,2,0,0,0,0,0,0,0,0
Pelomonas sp.,24,68,16,12,21,16,19,56,38,98,14,64,47
Polaromonas eurypsychrophila,43,853,24,35,21,76,91,52,127,216,97,234,97
Polaromonas glacialis,18,415,85,70,29,162,183,74,344,206,261,433,105
Polaromonas jejuensis,29,931,42,40,18,79,117,112,153,207,89,282,132
Polaromonas naphthalenivorans,43,635,96,98,27,227,266,152,390,376,332,482,147
Polaromonas sp. 16-63-31,0,0,0,0,0,0,0,2,0,0,0,0,0
Polaromonas sp. 17-63-33,1,1,0,2,0,4,0,2,2,1,26,6,1
Polaromonas sp. 24-62-144,4,11,0,4,8,5,6,0,7,8,12,20,5
Polaromonas sp. 24-63-21,0,0,0,0,0,4,2,0,6,0,3,2,0
Polaromonas sp. 28-63-22,2,116,4,8,4,11,5,9,18,25,15,28,25
Polaromonas sp. 35-63-240,1,37,1,0,2,1,0,0,2,5,0,1,5
Polaromonas sp. 35-63-35,0,0,0,0,0,0,0,0,1,0,0,0,0
Polaromonas sp. 39-63-203,1,19,1,0,0,0,1,0,2,1,0,0,0
Polaromonas sp. 39-63-25,0,16,0,0,0,0,0,0,3,0,1,1,1
Polaromonas sp. A23,26,998,31,49,21,50,35,42,69,174,52,109,95
Polaromonas sp. AER18D-145,15,380,20,19,10,39,46,49,75,87,34,84,121
Polaromonas sp. AET17H-212,10,349,17,30,11,36,47,38,65,94,44,58,94
Polaromonas sp. C04,14,879,27,23,8,37,59,28,94,159,76,175,81
Polaromonas sp. CF318,8,225,11,16,2,16,31,833,47,52,41,54,59
Polaromonas sp. CG9_12,25,121,21,29,8,68,90,104,157,134,118,157,72
Polaromonas sp. CG_9.11,5,90,13,11,8,21,71,13,62,157,48,132,23
Polaromonas sp. CG_9.2,0,1,0,0,0,1,3,0,1,0,0,0,0
Polaromonas sp. CG_9.7,0,0,0,0,0,0,4,0,1,0,0,0,0
Polaromonas sp. E10S,0,3,1,1,0,1,4,0,2,0,0,1,0
Polaromonas sp. E19S,0,0,0,1,0,0,1,0,5,0,2,0,1
Polaromonas sp. E3S,0,28,0,2,0,2,0,0,1,5,0,2,0
Polaromonas sp. E5S,0,0,0,1,0,0,0,0,0,0,0,0,0
Polaromonas sp. GM1,0,0,0,0,0,0,0,0,0,0,0,0,1
Polaromonas sp. H1N,0,0,0,0,0,3,0,1,6,1,1,5,0
Polaromonas sp. H6N,0,3,2,1,0,3,2,0,12,3,10,6,6
Polaromonas sp. H8N,0,11,2,12,0,5,10,0,20,13,13,31,10
Polaromonas sp. JS666,61,1341,66,77,29,128,152,184,284,340,188,308,422
Polaromonas sp. OV174,39,879,46,66,35,100,119,142,256,223,161,343,149
Polaromonas sp. Pch-P,0,1,0,0,0,0,1,1,1,0,0,0,0
Polaromonas sp. SP1,2,21,0,1,0,1,1,2,2,5,2,6,0
Polaromonas sp. W10N,0,0,0,1,0,2,3,0,3,0,5,6,2
Polaromonas sp. W11N,0,29,1,2,0,3,4,0,3,2,5,6,3
Polaromonas sp. W5N,0,1,2,4,0,5,4,0,6,9,8,14,5
Polaromonas sp. W9N,0,48,0,5,0,1,29,5,15,11,15,26,5
Polaromonas sp. YR568,9,299,15,22,19,20,26,41,55,78,45,92,46
Polaromonas sp.,53,801,29,60,23,77,143,76,236,340,170,329,125
Polaromonas vacuolata,69,671,52,52,80,66,90,126,95,272,52,200,127
uncultured Polaromonas sp.,0,0,0,0,0,0,0,0,6,2,0,5,1
Pseudacidovorax intermedius,79,687,42,45,26,84,96,203,159,283,116,342,207
Pseudacidovorax sp. RU35E,21,273,16,17,9,18,25,31,37,286,33,135,63
Pseudorhodoferax aquiterrae,23,385,23,11,24,25,60,66,60,93,44,125,81
Pseudorhodoferax soli,16,810,94,25,15,104,97,64,123,167,66,154,121
Pseudorhodoferax sp. Leaf265,7,72,21,8,11,17,40,16,32,39,27,94,35
Pseudorhodoferax sp. Leaf267,62,1550,66,50,25,132,157,105,196,289,133,332,196
Pseudorhodoferax sp. Leaf274,32,518,37,31,36,56,89,248,116,153,50,142,98
Pulveribacter suum,17,157,37,53,7,95,253,51,236,260,301,833,103
Ramlibacter alkalitolerans,39,589,39,40,22,65,75,142,73,182,76,134,137
Ramlibacter aquaticus,57,647,41,25,32,53,78,106,118,241,64,228,175
Ramlibacter ginsenosidimutans,47,770,43,32,41,46,68,110,84,212,40,110,201
Ramlibacter henchirensis,41,598,33,31,40,41,55,77,78,198,39,130,123
Ramlibacter lithotrophicus,120,1131,67,52,21,102,115,206,155,346,104,274,263
Ramlibacter monticola,23,563,37,27,24,69,59,92,93,180,62,171,113
Ramlibacter rhizophilus,40,1302,58,44,23,95,78,134,111,346,83,261,281
Ramlibacter sp. 18x22-1,56,500,27,40,16,45,49,93,92,189,62,160,140
Ramlibacter sp. 2FC,90,1360,79,110,74,191,192,175,332,659,161,543,325
Ramlibacter sp. AW1,67,1571,63,48,30,102,69,118,128,346,58,231,229
Ramlibacter sp. B156,27,442,24,29,15,36,38,62,65,109,46,88,105
Ramlibacter sp. CGMCC 1.13660,0,12,0,0,0,2,3,1,1,5,0,2,2
Ramlibacter sp. CrO1,42,656,45,43,24,62,47,43,72,200,55,130,102
Ramlibacter sp. G-1-2-2,60,1256,52,62,49,74,71,92,126,284,76,188,182
Ramlibacter sp. GTP1,58,1006,50,48,30,54,64,103,107,253,83,160,196
Ramlibacter sp. H242,33,314,23,34,24,42,79,28,50,87,42,65,38
Ramlibacter sp. HM2,56,468,45,27,13,45,45,86,85,185,46,148,121
Ramlibacter sp. Leaf400,42,656,26,34,16,45,45,144,59,197,34,140,118
Ramlibacter sp. MAH-25,0,3,0,0,0,0,0,0,0,1,0,1,0
Ramlibacter sp. USB13,26,931,32,36,5,73,75,64,95,206,49,165,127
Ramlibacter sp. WS9,90,1148,45,69,33,88,94,98,144,305,83,203,159
Ramlibacter tataouinensis,162,1865,65,91,75,106,148,209,202,463,144,398,286
uncultured Ramlibacter sp.,7,350,10,4,2,21,20,62,26,54,27,48,47
Rhodoferax antarcticus,36,858,166,175,51,282,589,96,581,455,339,789,215
Rhodoferax bucti,22,644,36,33,11,69,83,59,215,284,87,214,80
Rhodoferax fermentans,23,234,111,92,8,196,348,99,417,269,141,304,150
Rhodoferax ferrireducens,160,6565,471,431,105,946,1414,351,1836,1100,708,1422,616
Rhodoferax koreense,51,1844,69,64,25,110,154,210,247,352,149,310,205
Rhodoferax saidenbachensis,42,1730,49,77,36,121,135,61,309,318,107,427,112
Rhodoferax sediminis,81,2121,79,72,59,137,195,136,309,518,169,457,188
Rhodoferax sp. AJA081-3,51,2181,58,87,37,126,155,71,270,334,135,309,163
Rhodoferax sp. BAB1,37,715,39,69,26,101,91,89,144,358,73,216,159
Rhodoferax sp. BLA1,7,377,144,106,12,243,424,37,409,246,162,334,90
Rhodoferax sp. IMCC26218,111,2719,72,102,57,143,131,123,253,473,143,430,154
Rhodoferax sp. MIZ03,44,782,56,94,71,168,217,60,365,328,157,377,132
Rhodoferax sp. OV413,55,2052,50,96,32,133,198,110,270,379,147,407,188
Rhodoferax sp. PAMC29310,85,4182,75,103,67,266,191,107,525,469,144,354,229
Rhodoferax sp. RIFCSPLOWO2_12_FULL_60_11,8,509,6,24,8,39,39,14,86,61,30,26,21
Rhodoferax sp. TH121,33,584,53,37,26,145,104,38,397,238,85,158,69
Rhodoferax sp. TS-BS-61-7,20,564,31,38,20,113,97,54,340,175,63,113,74
Rhodoferax sp. U11-2br,20,181,106,69,23,147,270,52,328,186,111,260,56
Rhodoferax sp. U2-2l,35,967,3056,2111,45,3728,11013,126,5956,1065,2402,4704,1848
Rhodoferax sp.,101,1039,59,67,42,117,189,345,335,451,150,552,328
uncultured Rhodoferax sp.,0,0,0,0,0,0,0,0,0,1,0,0,0
Schlegelella koreensis,34,446,54,28,21,44,51,128,67,206,60,114,105
Schlegelella thermodepolymerans,111,375,20,42,54,63,75,244,105,173,57,177,278
Serpentinimonas barnesii,36,77,12,21,13,21,36,111,50,115,27,98,137
Serpentinimonas maccroryi,18,105,22,16,5,41,54,63,54,134,46,167,276
Serpentinimonas raichei,24,135,8,16,14,37,79,85,100,127,77,169,114
Simplicispira hankyongi,21,511,61,85,43,140,340,50,489,261,380,671,145
Simplicispira lacusdiani,6,221,125,295,14,352,761,40,866,579,904,4543,400
Simplicispira metamorpha,34,334,3178,6537,42,17842,10700,139,18765,4026,63771,13623,656
Simplicispira psychrophila,24,390,1391,1382,59,3688,6710,48,16457,810,11963,5427,183
Simplicispira sp. 110,0,0,0,0,0,0,7,0,7,2,3,16,2
Simplicispira sp. 125,0,0,0,0,0,1,3,0,5,3,12,8,0
Simplicispira suum,47,628,67,85,10,164,324,72,588,272,475,772,144
Tibeticola sediminis,107,492,51,55,26,72,100,102,132,389,121,344,216
Variovorax beijingensis,11,141,11,16,6,17,25,61,38,37,35,74,33
Variovorax boronicumulans,43,762,68,44,54,110,133,207,168,217,116,280,142
Variovorax gossypii,1,9,3,5,2,6,9,9,6,2,8,22,1
Variovorax guangxiensis,17,140,6,18,22,13,45,61,37,60,27,66,30
Variovorax paradoxus,263,2130,138,185,185,264,451,681,565,1000,333,913,583
Variovorax soli,47,488,30,26,23,35,81,58,86,145,64,177,122
Variovorax sp. 369,13,15,4,8,3,3,7,6,8,19,6,12,25
Variovorax sp. 38R,0,45,3,10,2,6,14,129,10,28,17,29,13
Variovorax sp. 3P27G3,0,2,1,0,0,1,5,22,3,7,5,4,6
Variovorax sp. 54,2,30,4,6,0,5,14,5,11,13,8,17,10
Variovorax sp. 67-131,0,5,1,2,0,1,8,2,17,5,5,9,13
Variovorax sp. 770b2,6,99,10,4,5,12,14,4,18,27,26,39,10
Variovorax sp. B2,0,0,0,0,0,0,0,0,0,1,0,0,0
Variovorax sp. BK613,0,31,4,5,1,7,7,10,11,9,11,24,6
Variovorax sp. CF079,13,278,16,16,32,27,33,48,28,73,28,92,63
Variovorax sp. CF313,2,53,2,14,8,3,13,17,17,30,8,20,15
Variovorax sp. DXTD-1,4,84,6,4,5,15,13,46,38,24,8,27,9
Variovorax sp. EL159,23,72,8,5,4,8,18,23,10,43,25,34,33
Variovorax sp. HH01,0,3,0,0,0,1,2,3,5,4,2,0,0
Variovorax sp. HW608,40,483,39,34,24,39,63,62,67,167,51,207,86
Variovorax sp. HW80,0,0,1,2,1,0,2,1,0,48,1,11,6
Variovorax sp. IB41,3,32,3,1,1,13,4,59,5,13,6,21,4
Variovorax sp. JS1663,21,345,22,38,15,29,62,66,85,202,58,138,102
Variovorax sp. KBS0712,0,19,3,2,4,11,9,5,7,10,7,19,26
Variovorax sp. KBW07,10,112,16,8,11,13,22,25,30,64,13,53,29
Variovorax sp. KK3,34,463,17,18,12,38,45,42,62,112,30,117,90
Variovorax sp. MHTC-1,3,192,8,12,8,15,18,7,18,33,17,37,29
Variovorax sp. NFACC27,0,0,0,0,0,0,0,1,0,0,0,0,0
Variovorax sp. OK202,0,0,0,0,0,2,3,0,0,0,0,0,0
Variovorax sp. OK605,1,18,8,6,0,8,20,14,21,17,11,22,52
Variovorax sp. OV084,2,28,4,4,4,8,9,8,13,23,7,32,6
Variovorax sp. OV329,42,466,39,48,30,40,57,62,70,157,59,121,80
Variovorax sp. OV700,17,48,11,7,5,7,13,33,24,34,24,46,21
Variovorax sp. PAMC 28711,17,242,22,9,20,31,66,24,91,105,36,78,45
Variovorax sp. PAMC26660,10,77,7,10,1,22,17,236,33,44,22,30,29
Variovorax sp. PAMC28562,29,341,11,19,11,32,36,42,90,106,26,74,80
Variovorax sp. PBL-E5,10,332,6,3,7,18,12,18,28,33,20,50,44
Variovorax sp. PBL-H6,31,217,18,17,11,33,24,29,49,59,23,81,50
Variovorax sp. PBS-H4,9,278,21,13,23,18,55,101,34,55,14,63,74
Variovorax sp. PCZ-1,46,510,34,48,39,76,44,97,111,269,50,169,154
Variovorax sp. PDC80,1,25,5,3,5,11,28,3,16,31,21,94,13
Variovorax sp. PDNC026,0,18,5,4,1,6,21,9,22,15,18,43,10
Variovorax sp. PMC12,35,0,8,4,26,13,21,117,20,43,19,22,15
Variovorax sp. PV24,0,0,3,6,0,0,8,0,1,238,6,28,6
Variovorax sp. RA8,26,217,6,8,11,28,32,54,31,39,31,70,81
Variovorax sp. RKNM96,61,42,6,7,92,18,14,11,22,32,9,11,13
Variovorax sp. RO1,2,18,18,9,3,12,18,13,36,53,12,31,3
Variovorax sp. Root318D1,9,45,3,4,6,10,13,9,12,26,11,17,11
Variovorax sp. Root411,5,61,11,3,2,21,20,9,23,41,15,36,29
Variovorax sp. Root434,1,56,1,4,5,3,6,8,10,18,15,30,15
Variovorax sp. Root473,8,49,6,4,1,15,7,6,7,30,8,17,21
Variovorax sp. SCN 67-85,0,0,0,0,0,0,2,0,2,1,0,1,0
Variovorax sp. SG517,4,156,6,3,1,8,8,24,17,21,16,30,16
Variovorax sp. SRS16,15,263,11,11,7,11,26,41,19,24,12,42,38
Variovorax sp. Sphag1AA,19,260,12,25,14,34,53,27,45,110,36,113,52
Variovorax sp. UMC13,5,145,18,8,10,28,38,71,60,77,43,115,56
Variovorax sp. VRV01,13,65,2,2,1,9,18,9,31,27,9,23,23
Variovorax sp. WDL1,0,26,1,0,0,1,7,2,6,7,5,21,27
Variovorax sp. WS11,26,339,26,17,23,48,54,57,86,96,31,85,75
Variovorax sp. YR216,24,398,28,18,15,41,47,42,59,97,35,124,102
Variovorax sp. YR266,6,29,7,6,0,1,7,13,14,8,7,14,7
Variovorax sp. YR634,9,12,1,3,0,2,2,19,7,7,6,11,6
Variovorax sp. YR750,5,43,5,7,2,7,2,9,12,10,7,13,3
Variovorax sp. YR752,1,13,1,3,0,4,1,6,9,13,2,28,7
Variovorax sp. dw_308,4,55,6,7,5,20,24,17,27,38,20,49,57
Variovorax sp. dw_954,2,98,11,7,12,17,19,19,19,37,30,40,19
Variovorax sp.,235,2926,184,181,146,279,287,493,468,800,297,783,587
uncultured Variovorax sp.,1,6,0,0,0,0,0,0,3,2,0,3,0
Verminephrobacter aporrectodeae,33,282,36,37,19,71,118,47,111,171,131,340,108
Verminephrobacter eiseniae,13,217,37,46,3,106,209,26,181,244,363,652,99
Verminephrobacter sp. LT02-1,0,3,0,0,0,0,0,0,0,0,0,0,0
Verminephrobacter sp. Larva24,1,31,1,1,1,3,17,6,14,28,22,39,19
uncultured Verminephrobacter sp.,0,0,2,0,0,1,0,0,0,4,3,3,1
Xenophilus azovorans,31,806,44,30,11,82,135,63,154,221,182,435,218
Xenophilus sp. AP218F,5,3,13,6,1,5,7,20,3,8,3,13,6
Xenophilus sp. E41,9,231,31,52,11,40,197,44,79,749,177,530,66
Xenophilus sp. L33,33,1478,39,33,32,52,55,95,85,170,68,140,135
Xenophilus sp. Marseille-Q4582,48,762,39,52,27,90,212,207,193,249,171,391,239
Zhizhongheella caldifontis,48,344,33,22,46,58,59,151,89,239,44,162,167
Aquabacterium commune,39,133,107,69,158,161,181,61,308,489,98,386,104
Aquabacterium fontiphilum,44,135,94,64,29,116,167,127,244,512,96,336,530
Aquabacterium lacunae,43,134,76,69,23,131,116,47,264,361,66,250,129
Aquabacterium olei,54,102,82,56,31,141,188,70,323,459,69,362,177
Aquabacterium parvum,27,101,109,92,40,164,306,64,355,708,144,605,125
Aquabacterium pictum,103,2063,93,78,56,117,257,170,318,415,106,288,264
Aquabacterium sp. A08,143,353,101,152,91,305,277,894,467,1864,276,1252,2134
Aquabacterium sp. A7-Y,0,1,0,0,0,0,0,0,0,0,0,1,2
Aquabacterium sp. CECT 9606,39,217,64,47,33,95,99,20,180,179,50,155,60
Aquabacterium sp. NJ1,37,99,93,59,187,151,180,45,330,422,92,317,72
Aquabacterium sp. PL1F5,0,0,0,0,0,0,1,0,4,8,0,3,0
Aquabacterium sp. SJQ9,51,345,85,72,32,128,131,38,219,331,45,205,94
Aquabacterium sp.,122,726,3944,1863,184,6306,6963,298,10898,15157,1446,12629,891
Aquabacterium tepidiphilum,69,406,52,51,41,83,99,297,151,330,85,252,216
Aquabacterium terrae,105,1031,52,39,24,78,100,101,122,304,54,188,179
Aquariibacter albus,15,102,13,17,19,21,29,119,28,91,24,73,49
Aquincola rivuli,22,254,22,21,20,38,40,55,64,121,40,108,176
Aquincola tertiaricarbonis,63,577,83,49,36,58,95,95,141,307,71,177,194
Eleftheria terrae,0,0,1,0,0,0,0,0,0,0,1,0,0
Ideonella azotifigens,74,258,43,44,18,69,65,65,104,202,67,211,99
Ideonella dechloratans,11,123,20,32,15,44,69,38,62,166,56,144,91
Ideonella livida,89,248,41,34,58,80,63,118,150,274,89,256,168
Ideonella paludis,56,220,24,55,20,53,71,105,148,200,49,186,142
Ideonella sakaiensis,76,861,54,33,33,57,79,142,201,310,77,221,211
Ideonella sp. 3Y2,0,33,4,9,13,11,14,5,14,30,10,36,18
Ideonella sp. 4Y11,49,114,21,15,15,24,19,48,49,123,20,123,63
Ideonella sp. 4Y16,2,22,8,9,7,11,18,9,24,30,11,26,19
Ideonella sp. A 288,73,1315,73,61,32,81,138,199,178,326,79,202,324
Ideonella sp. B508-1,6,116,12,6,14,21,24,9,45,85,14,56,56
Ideonella sp. B7,29,236,28,24,2,48,72,55,84,160,38,166,124
Ideonella sp. MAG2,23,118,20,34,31,25,33,49,60,141,55,104,106
Inhella crocodyli,54,229,37,23,25,54,33,65,67,191,37,104,93
Inhella gelatinilytica,47,112,20,35,31,34,60,58,52,136,57,110,93
Inhella inkyongensis,39,149,34,29,26,44,57,152,61,135,46,88,74
Inhella proteolytica,61,359,48,35,17,44,119,27,107,149,31,141,89
Leptothrix cholodnii,89,398,110,74,66,247,107,98,456,403,117,233,181
Leptothrix discophora,2,0,0,0,3,0,0,0,0,1,0,0,0
Leptothrix mobilis,63,294,55,40,33,68,72,103,168,272,72,179,145
Leptothrix ochracea,16,28,2,3,3,10,6,30,18,29,10,9,26
Leptothrix sp. C29,24,132,23,30,12,48,82,52,99,213,124,191,92
uncultured Leptothrix sp.,0,0,1,0,0,0,1,0,0,0,1,0,0
Methylibium petroleiphilum,7,68,10,14,4,18,28,14,33,50,8,32,30
Methylibium sp. NZG,51,1026,42,37,36,48,68,119,153,214,55,146,146
Methylibium sp. Pch-M,9,32,8,4,3,7,20,42,27,44,12,29,20
Methylibium sp. Root1272,18,215,16,8,14,20,21,26,43,77,24,46,46
Methylibium sp. T29-B,1,16,2,2,3,6,8,10,13,23,15,36,16
Methylibium sp. T29,1,92,1,5,1,5,17,6,7,11,8,25,6
uncultured Methylibium sp.,0,0,0,0,0,0,0,0,0,1,0,0,0
Mitsuaria chitosanitabida,31,82,16,25,29,18,18,59,37,93,7,64,51
Mitsuaria noduli,22,52,5,9,7,13,16,20,23,23,15,39,11
Mitsuaria sp. 7,14,99,12,13,11,17,28,26,24,37,15,28,25
Mitsuaria sp. BK037,9,6,1,0,1,1,1,3,2,3,2,7,0
Mitsuaria sp. HWN-4,9,53,7,15,11,18,19,34,10,40,14,26,32
Mitsuaria sp. PDC51,0,13,0,4,1,6,9,0,2,9,0,7,0
Mitsuaria sp. TWR114,1,8,2,2,2,2,1,8,3,12,1,14,12
Mitsuaria sp. WAJ17,44,195,29,24,40,34,52,54,86,156,35,113,105
Burkholderiales bacterium 12-64-5,4,88,16,12,9,29,78,41,92,97,68,138,47
Burkholderiales bacterium 1_1_47,1,0,0,0,0,4,6,2,4,14,7,14,0
Burkholderiales bacterium 21-58-4,30,109,5,7,2,6,14,9,8,45,16,11,16
Burkholderiales bacterium 23,0,0,0,0,0,1,2,0,2,1,1,3,0
Burkholderiales bacterium 24-55-52,5,1,0,1,0,0,3,4,2,8,3,4,13
Burkholderiales bacterium 28-67-8,24,448,22,15,18,47,44,59,73,131,33,59,56
Burkholderiales bacterium 34-67-9,6,14,0,1,0,4,4,45,11,43,2,45,59
Burkholderiales bacterium 35-55-47,2,0,0,0,0,0,0,0,0,0,0,0,0
Burkholderiales bacterium 64-34,0,9,3,6,1,18,46,0,38,19,44,112,10
Burkholderiales bacterium 66-26,0,3,3,1,0,7,27,2,3,16,11,28,7
Burkholderiales bacterium 66-5,7,51,21,17,2,49,124,12,90,95,131,390,121
Burkholderiales bacterium 67-32,0,1,0,1,2,0,0,1,0,0,0,0,1
Burkholderiales bacterium 68-10,33,365,50,41,8,86,537,1223,216,237,213,492,122
Burkholderiales bacterium 68-12,11,109,37,71,11,77,254,28,213,227,286,1028,123
Burkholderiales bacterium 68-20,0,41,2,11,1,14,42,1,36,33,52,178,10
Burkholderiales bacterium 70-64,43,459,44,36,32,36,77,158,65,108,45,109,245
Burkholderiales bacterium 8X,96,646,102,116,59,196,393,101,451,572,474,1376,228
Burkholderiales bacterium GJ-E10,37,182,15,38,21,40,41,149,60,134,54,89,105
Burkholderiales bacterium GWA2_64_37,2,26,5,19,1,19,110,7,107,59,88,193,24
Burkholderiales bacterium GWE1_65_30,0,1,0,0,0,1,0,0,2,3,0,0,0
Burkholderiales bacterium GWF1_66_17,0,0,0,0,0,0,2,0,0,0,0,1,0
Burkholderiales bacterium JOSHI_001,77,767,43,75,48,72,86,122,148,291,50,157,195
Burkholderiales bacterium MUL2G11,0,0,2,2,0,7,6,0,17,0,5,2,0
Burkholderiales bacterium PBB1,48,340,31,26,29,36,39,77,90,146,31,83,107
Burkholderiales bacterium PBB2,12,90,17,16,4,22,54,30,68,49,36,42,30
Burkholderiales bacterium PBB3,29,987,52,44,26,106,135,85,229,281,123,345,117
